A0P0,A0P1,A0P2,A1P0,A1P1,A1P2,A2P0,A2P1,A2P2,acc,f1_0,f1_1,f1_2,f1_all,model,prec_0,prec_1,prec_2,prec_all,rec_0,rec_1,rec_2,rec_all,rnd_ct,sup_0,sup_1,sup_2,sup_all,trtest
18,14,98,1,273,67,5,16,208,0.71285714285714286,0.23376623376623379,0.84782608695652162,0.69102990033222589,0.68249164745409141,NN,0.75,0.90099009900990101,0.55764075067024133,0.76062479380837367,0.13846153846153847,0.80058651026392957,0.90829694323144106,0.71285714285714286,91,130,341,229,700,TR
6,11,46,2,103,33,3,22,74,0.60999999999999999,0.16216216216216217,0.75182481751824815,0.58730158730158732,0.57370299392197199,NN,0.54545454545454541,0.75735294117647056,0.48366013071895425,0.62253565062388594,0.095238095238095233,0.74637681159420288,0.74747474747474751,0.60999999999999999,91,63,138,99,300,TE
54,69,7,69,246,24,19,164,48,0.49714285714285716,0.39705882352941174,0.60146699266503667,0.30967741935483878,0.46721491634748386,LM,0.38028169014084506,0.51356993736951984,0.60759493670886078,0.51984465552331993,0.41538461538461541,0.72566371681415931,0.20779220779220781,0.49714285714285716,92,130,339,231,700,TR
26,33,4,29,102,9,6,71,20,0.49333333333333335,0.41935483870967744,0.58959537572254339,0.30769230769230765,0.46269620428673203,LM,0.42622950819672129,0.49514563106796117,0.60606060606060608,0.51653575384595596,0.41269841269841268,0.72857142857142854,0.20618556701030927,0.49333333333333335,92,63,140,97,300,TE
40,26,64,10,273,56,19,54,158,0.67285714285714282,0.4020100502512563,0.78901734104046239,0.62082514734774064,0.66164113454672591,GV,0.57971014492753625,0.77337110481586402,0.56834532374100721,0.66974699022475748,0.30769230769230771,0.80530973451327437,0.68398268398268403,0.67285714285714282,92,130,339,231,700,TR
13,16,34,5,103,32,9,25,63,0.59666666666666668,0.28888888888888886,0.72535211267605648,0.5575221238938054,0.57942980597449012,GV,0.48148148148148145,0.71527777777777779,0.48837209302325579,0.59281438415159349,0.20634920634920634,0.73571428571428577,0.64948453608247425,0.59666666666666668,92,63,140,97,300,TE
98,5,27,8,309,22,86,13,132,0.77000000000000002,0.60869565217391308,0.92792792792792789,0.64077669902912615,0.77388202832272046,NN,0.51041666666666663,0.94495412844036697,0.72928176795580113,0.79308243515105881,0.75384615384615383,0.91150442477876104,0.5714285714285714,0.77000000000000002,92,130,339,231,700,TR
27,17,19,10,112,18,40,19,38,0.58999999999999997,0.38571428571428568,0.77777777777777779,0.44186046511627902,0.58683118001722645,NN,0.35064935064935066,0.7567567567567568,0.50666666666666671,0.59061173901173902,0.42857142857142855,0.80000000000000004,0.39175257731958762,0.58999999999999997,92,63,140,97,300,TE
56,71,10,69,239,26,22,160,47,0.48857142857142855,0.39436619718309862,0.5945273631840795,0.30128205128205127,0.45941985437308114,LM,0.38095238095238093,0.50851063829787235,0.5662650602409639,0.50243961168163753,0.40875912408759124,0.71556886227544914,0.20524017467248909,0.48857142857142855,93,137,334,229,700,TR
24,31,1,29,109,7,3,75,21,0.51333333333333331,0.42857142857142855,0.60555555555555562,0.328125,0.48096643518518523,LM,0.42857142857142855,0.50697674418604655,0.72413793103448276,0.56400427693130184,0.42857142857142855,0.75172413793103443,0.21212121212121213,0.51333333333333331,93,56,145,99,300,TE
42,31,64,8,281,45,27,57,145,0.66857142857142859,0.3925233644859813,0.79943100995732586,0.60041407867494834,0.65468640325269911,GV,0.54545454545454541,0.7615176151761518,0.57086614173228345,0.65686071807542901,0.30656934306569344,0.8413173652694611,0.63318777292576423,0.66857142857142859,93,137,334,229,700,TR
9,20,27,2,105,38,8,29,62,0.58666666666666667,0.23999999999999999,0.7023411371237458,0.54867256637168138,0.56532682984579863,GV,0.47368421052631576,0.68181818181818177,0.48818897637795278,0.57906886938175794,0.16071428571428573,0.72413793103448276,0.6262626262626263,0.58666666666666667,93,56,145,99,300,TE
12,13,112,0,293,41,2,39,188,0.70428571428571429,0.15894039735099338,0.86303387334315163,0.65964912280701749,0.65869685322357963,NN,0.8571428571428571,0.8492753623188406,0.5513196480938416,0.75334105979507704,0.087591240875912413,0.8772455089820359,0.82096069868995636,0.70428571428571429,93,137,334,229,700,TR
4,18,34,1,105,39,2,31,66,0.58333333333333337,0.12698412698412698,0.7023411371237458,0.55462184873949572,0.54619379673088109,NN,0.5714285714285714,0.68181818181818177,0.47482014388489208,0.59290276869413561,0.071428571428571425,0.72413793103448276,0.66666666666666663,0.58333333333333337,93,56,145,99,300,TE
56,72,8,73,233,23,22,163,50,0.48428571428571426,0.3902439024390244,0.58469259723964873,0.31645569620253167,0.45686303404449524,LM,0.37086092715231789,0.49786324786324787,0.61728395061728392,0.51327974719255065,0.41176470588235292,0.70820668693009114,0.21276595744680851,0.48428571428571426,94,136,329,235,700,TR
24,30,3,25,115,10,3,72,18,0.52333333333333332,0.44036697247706424,0.6267029972752044,0.29032258064516131,0.48702122340824444,LM,0.46153846153846156,0.52995391705069128,0.58064516129032262,0.53266926621765331,0.42105263157894735,0.76666666666666672,0.19354838709677419,0.52333333333333332,94,57,150,93,300,TE
44,37,55,6,270,53,23,68,144,0.65428571428571425,0.4210526315789474,0.76704545454545447,0.59137577002053388,0.64084916913573842,GV,0.60273972602739723,0.71999999999999997,0.5714285714285714,0.64734045289348618,0.3235294117647059,0.82066869300911849,0.61276595744680851,0.65428571428571425,94,136,329,235,700,TR
6,17,34,4,127,19,10,32,51,0.61333333333333329,0.15584415584415581,0.77914110429447847,0.51776649746192893,0.5796885559708268,GV,0.29999999999999999,0.72159090909090906,0.49038461538461536,0.56981468531468527,0.10526315789473684,0.84666666666666668,0.54838709677419351,0.61333333333333329,94,57,150,93,300,TE
7,4,125,0,309,20,0,10,225,0.77285714285714291,0.09790209790209789,0.94785276073619629,0.74380165289256206,0.71421661718092277,NN,1.0,0.95665634674922606,0.60810810810810811,0.84806477640842981,0.051470588235294115,0.93920972644376899,0.95744680851063835,0.77285714285714291,94,136,329,235,700,TR
3,9,45,0,113,37,1,24,68,0.61333333333333329,0.098360655737704916,0.7635135135135136,0.55967078189300412,0.57394322373375206,NN,0.75,0.77397260273972601,0.45333333333333331,0.67001963470319637,0.052631578947368418,0.7533333333333333,0.73118279569892475,0.61333333333333329,94,57,150,93,300,TE
53,76,7,72,258,19,20,153,42,0.50428571428571434,0.37722419928825623,0.61722488038277501,0.29681978798586572,0.47218604110536067,LM,0.36551724137931035,0.52977412731006157,0.61764705882352944,0.5248509041512236,0.38970588235294118,0.73925501432664753,0.19534883720930232,0.50428571428571434,95,136,349,215,700,TR
27,26,4,26,90,14,5,82,26,0.47666666666666668,0.46956521739130436,0.54878048780487809,0.33121019108280259,0.45177810799431728,LM,0.46551724137931033,0.45454545454545453,0.59090909090909094,0.5079937304075236,0.47368421052631576,0.69230769230769229,0.23008849557522124,0.47666666666666668,95,57,130,113,300,TE
51,50,35,10,299,40,28,76,111,0.65857142857142859,0.45333333333333337,0.77260981912144699,0.55361596009975067,0.64331655946880673,GV,0.5730337078651685,0.70352941176470585,0.59677419354838712,0.64538685798349782,0.375,0.85673352435530081,0.51627906976744187,0.65857142857142859,95,136,349,215,700,TR
21,24,12,5,114,11,31,43,39,0.57999999999999996,0.36842105263157893,0.73311897106109314,0.44571428571428567,0.55557060174552131,GV,0.36842105263157893,0.62983425414364635,0.62903225806451613,0.57986366066654782,0.36842105263157893,0.87692307692307692,0.34513274336283184,0.57999999999999996,95,57,130,113,300,TE
30,8,98,0,305,44,3,28,184,0.74142857142857144,0.35502958579881655,0.88405797101449279,0.68022181146025873,0.71866849288093237,NN,0.90909090909090906,0.8944281524926686,0.56441717791411039,0.79591640301119815,0.22058823529411764,0.87392550143266479,0.85581395348837208,0.74142857142857144,95,136,349,215,700,TR
5,14,38,3,104,23,10,31,72,0.60333333333333339,0.13333333333333333,0.74551971326164879,0.58536585365853655,0.56887968062476313,NN,0.27777777777777779,0.69798657718120805,0.54135338345864659,0.55914840232572482,0.08771929824561403,0.80000000000000004,0.63716814159292035,0.60333333333333339,95,57,130,113,300,TE
53,69,9,68,243,27,18,165,48,0.49142857142857144,0.3925925925925926,0.59631901840490797,0.30476190476190473,0.46197922550069792,LM,0.38129496402877699,0.50943396226415094,0.5714285714285714,0.50591188504721829,0.40458015267175573,0.71893491124260356,0.20779220779220781,0.49142857142857144,96,131,338,231,700,TR
27,33,2,30,105,6,7,70,20,0.50666666666666671,0.42857142857142855,0.60171919770773641,0.32000000000000001,0.4748461181607313,LM,0.421875,0.50480769230769229,0.7142857142857143,0.55539949633699637,0.43548387096774194,0.74468085106382975,0.20618556701030927,0.50666666666666671,96,62,141,97,300,TE
35,43,53,4,288,46,16,75,140,0.66142857142857148,0.37634408602150538,0.77419354838709686,0.5957446808510638,0.64085073700035955,GV,0.63636363636363635,0.70935960591133007,0.58577405857740583,0.65491570099006668,0.26717557251908397,0.85207100591715978,0.60606060606060608,0.66142857142857148,96,131,338,231,700,TR
5,20,37,3,121,17,8,35,54,0.59999999999999998,0.12820512820512819,0.76340694006309151,0.52682926829268295,0.55563845174001358,GV,0.3125,0.6875,0.5,0.54937499999999995,0.080645161290322578,0.85815602836879434,0.55670103092783507,0.59999999999999998,96,62,141,97,300,TE
2,2,127,0,298,40,0,6,225,0.75,0.03007518796992481,0.92546583850931663,0.72231139646869991,0.69085890803496985,NN,1.0,0.97385620915032678,0.57397959183673475,0.84678954915299465,0.015267175572519083,0.88165680473372776,0.97402597402597402,0.75,96,131,338,231,700,TR
1,9,52,1,98,42,0,21,76,0.58333333333333337,0.03125,0.72862453531598514,0.56928838951310867,0.53298177754108478,NN,0.5,0.765625,0.44705882352941179,0.60772610294117646,0.016129032258064516,0.69503546099290781,0.78350515463917525,0.58333333333333337,96,62,141,97,300,TE
57,77,6,60,258,24,20,152,46,0.51571428571428568,0.41155234657039708,0.62243667068757547,0.31292517006802723,0.4838690813854804,LM,0.41605839416058393,0.52977412731006157,0.60526315789473684,0.5305404216336792,0.40714285714285714,0.75438596491228072,0.21100917431192662,0.51571428571428568,97,140,342,218,700,TR
23,25,5,38,90,9,5,83,22,0.45000000000000001,0.38655462184873957,0.53731343283582089,0.30136986301369867,0.42416673395999172,LM,0.34848484848484851,0.45454545454545453,0.61111111111111116,0.49321548821548827,0.43396226415094341,0.65693430656934304,0.20000000000000001,0.45000000000000001,97,53,137,110,300,TE
53,34,53,16,278,48,48,53,117,0.64000000000000001,0.41245136186770431,0.78642149929278637,0.53669724770642202,0.63385620488515937,GV,0.45299145299145299,0.76164383561643834,0.53669724770642202,0.62985856457089329,0.37857142857142856,0.8128654970760234,0.53669724770642202,0.64000000000000001,97,140,342,218,700,TR
20,12,21,5,102,30,15,32,63,0.6166666666666667,0.43010752688172044,0.7208480565371026,0.5625,0.61142294223438076,GV,0.5,0.69863013698630139,0.55263157894736847,0.61000600817111283,0.37735849056603776,0.74452554744525545,0.57272727272727275,0.6166666666666667,97,53,137,110,300,TE
34,10,96,1,291,50,11,13,194,0.74142857142857144,0.36559139784946237,0.88719512195121963,0.6953405017921146,0.72312536685274686,NN,0.73913043478260865,0.92675159235668791,0.57058823529411762,0.77830791535667165,0.24285714285714285,0.85087719298245612,0.88990825688073394,0.74142857142857144,97,140,342,218,700,TR
7,6,40,5,97,35,5,22,83,0.62333333333333329,0.20000000000000001,0.74045801526717547,0.61940298507462688,0.60059025483270667,NN,0.41176470588235292,0.77600000000000002,0.52531645569620256,0.61973446512782326,0.13207547169811321,0.70802919708029199,0.75454545454545452,0.62333333333333329,97,53,137,110,300,TE
63,75,10,78,228,24,19,157,46,0.48142857142857143,0.40909090909090901,0.57721518987341769,0.30463576158940397,0.4552222946807572,LM,0.39374999999999999,0.4956521739130435,0.57499999999999996,0.49927173913043477,0.42567567567567566,0.69090909090909092,0.2072072072072072,0.48142857142857143,98,148,330,222,700,TR
17,27,1,20,120,9,6,78,22,0.53000000000000003,0.38636363636363635,0.64171122994652408,0.31884057971014496,0.48932812782557034,LM,0.39534883720930231,0.53333333333333333,0.6875,0.56710788113695088,0.37777777777777777,0.80536912751677847,0.20754716981132076,0.53000000000000003,98,45,149,106,300,TE
61,46,41,10,279,41,37,73,112,0.64571428571428569,0.4765625,0.76648351648351654,0.53846153846153844,0.63287038854003141,GV,0.56481481481481477,0.70100502512562812,0.57731958762886593,0.63298457048236867,0.41216216216216217,0.84545454545454546,0.50450450450450446,0.64571428571428569,98,148,330,222,700,TR
18,12,15,4,125,20,24,31,51,0.64666666666666661,0.39560439560439559,0.78864353312302837,0.53125000000000011,0.63874194745843016,GV,0.39130434782608697,0.74404761904761907,0.59302325581395354,0.63777418668849406,0.40000000000000002,0.83892617449664431,0.48113207547169812,0.64666666666666661,98,45,149,106,300,TE
93,12,43,12,259,59,53,19,150,0.71714285714285719,0.60784313725490191,0.8354838709677419,0.63291139240506333,0.72310970121000617,NN,0.58860759493670889,0.89310344827586208,0.59523809523809523,0.73425845589217797,0.6283783783783784,0.7848484848484848,0.67567567567567566,0.71714285714285719,98,148,330,222,700,TR
20,4,21,8,108,33,32,13,61,0.63,0.38095238095238099,0.7883211678832116,0.55203619909502266,0.64372849420509359,NN,0.33333333333333331,0.86399999999999999,0.5304347826086957,0.66654028985507241,0.44444444444444442,0.72483221476510062,0.57547169811320753,0.63,98,45,149,106,300,TE
52,65,5,77,240,26,22,169,44,0.47999999999999998,0.38095238095238093,0.58751529987760087,0.28387096774193543,0.44957659393366062,LM,0.3443708609271523,0.50632911392405067,0.58666666666666667,0.50507256825104085,0.42622950819672129,0.69970845481049559,0.18723404255319148,0.47999999999999998,99,122,343,235,700,TR
28,37,6,21,108,7,3,66,24,0.53333333333333333,0.45528455284552838,0.62247838616714701,0.36923076923076925,0.50440241769742011,LM,0.53846153846153844,0.51184834123222744,0.64864864864864868,0.5605548932089216,0.39436619718309857,0.79411764705882348,0.25806451612903225,0.53333333333333333,99,71,136,93,300,TE
38,32,52,12,290,41,29,64,142,0.67142857142857137,0.37810945273631841,0.79561042524005476,0.60425531914893615,0.65860532727309951,GV,0.48101265822784811,0.75129533678756477,0.60425531914893615,0.65482549260276024,0.31147540983606559,0.84548104956268222,0.60425531914893615,0.67142857142857137,99,122,343,235,700,TR
18,25,28,6,101,29,15,30,48,0.55666666666666664,0.32727272727272727,0.69178082191780821,0.48484848484848492,0.54136488169364883,GV,0.46153846153846156,0.64743589743589747,0.45714285714285713,0.54444932844932847,0.25352112676056338,0.74264705882352944,0.5161290322580645,0.55666666666666664,99,71,136,93,300,TE
15,19,88,0,283,60,12,40,183,0.68714285714285717,0.20134228187919465,0.82627737226277376,0.64664310954063609,0.65705432545348941,NN,0.55555555555555558,0.82748538011695905,0.55287009063444104,0.6878996206528406,0.12295081967213115,0.82507288629737607,0.77872340425531916,0.68714285714285717,99,122,343,235,700,TR
5,18,48,4,92,40,5,21,67,0.54666666666666663,0.11764705882352941,0.68913857677902612,0.54032258064516125,0.5077526253947271,NN,0.35714285714285715,0.70229007633587781,0.43225806451612903,0.53689531079607411,0.070422535211267609,0.67647058823529416,0.72043010752688175,0.54666666666666663,99,71,136,93,300,TE
57,75,7,70,246,23,19,152,51,0.50571428571428567,0.39999999999999997,0.60591133004926112,0.33663366336633666,0.4796237345057518,LM,0.3904109589041096,0.52008456659619451,0.62962962962962965,0.52907652734508426,0.41007194244604317,0.72566371681415931,0.22972972972972974,0.50571428571428567,100,139,339,222,700,TR
23,27,4,28,102,10,6,83,17,0.47333333333333333,0.4144144144144144,0.57954545454545459,0.2481751824817518,0.43273770452602567,LM,0.40350877192982454,0.48113207547169812,0.54838709677419351,0.49092332169437591,0.42592592592592593,0.72857142857142854,0.16037735849056603,0.47333333333333333,100,54,140,106,300,TE
61,43,35,15,283,41,44,68,110,0.64857142857142858,0.47104247104247104,0.77216916780354716,0.53921568627450989,0.63849447673321025,GV,0.5083333333333333,0.71827411167512689,0.59139784946236562,0.63634797110263785,0.43884892086330934,0.83480825958702065,0.49549549549549549,0.64857142857142858,100,139,339,222,700,TR
24,13,17,13,112,15,25,35,46,0.60666666666666669,0.41379310344827586,0.74666666666666659,0.5,0.59959386973180073,GV,0.38709677419354838,0.69999999999999996,0.58974358974358976,0.60472015439757376,0.44444444444444442,0.80000000000000004,0.43396226415094341,0.60666666666666669,100,54,140,106,300,TE
103,10,26,9,312,18,78,35,109,0.74857142857142855,0.62613981762917936,0.89655172413793094,0.58133333333333326,0.74288638447602073,NN,0.54210526315789476,0.87394957983193278,0.71241830065359479,0.7568262884101008,0.74100719424460426,0.92035398230088494,0.49099099099099097,0.74857142857142855,100,139,339,222,700,TR
34,8,12,11,108,21,37,30,39,0.60333333333333339,0.5,0.75524475524475532,0.43820224719101125,0.59727901312170983,NN,0.41463414634146339,0.73972602739726023,0.54166666666666663,0.61122851468240702,0.62962962962962965,0.77142857142857146,0.36792452830188677,0.60333333333333339,100,54,140,106,300,TE
